,id,pid,ms_subclass,ms_zoning,lot_area,street,regular_lot,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_floors,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,fancy_masonry,mas_vnr_area,exter_exc,exter_cond,conc_found,bsmt_exc,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_exc,central_air,stand_elec,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_exc,totrms_abvgrd,functional,fireplaces,garage_connect,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,sell_diff,remod_diff,remod_x_sell,salepricelog,over_exc,qual_sqaure,exc_x_qual
993,2108,906380200,20,RL,6762,Pave,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,1,108.0,1,TA,1,1,TA,No,GLQ,664.0,Unf,0.0,544.0,1208.0,GasA,1,1,1,1208,0,0,1208,1.0,0.0,2,0,2,1,1,6,Typ,0,1,2.0,628.0,1,105,54,0,0,0,No,0,9,2007,New,195400,0,0,0,12.182804018590819,16,49,784
995,2672,903202120,50,RL,6435,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,1,1,1,972,605,0,1577,0.0,0.0,1,0,3,1,0,6,Typ,1,0,1.0,312.0,1,0,0,0,0,0,No,0,10,2006,WD ,140200,67,56,3752,11.850825253582627,1,36,36
1000,740,903230100,30,RM,6911,Pave,1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.0,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,0,TA,Mn,LwQ,405.0,Unf,0.0,740.0,1145.0,GasA,0,1,1,1301,0,0,1301,0.0,0.0,1,0,2,1,0,5,Min1,0,0,2.0,440.0,1,0,0,0,0,0,No,0,10,2009,WD ,100000,85,59,5015,11.512925464970229,0,25,0
1007,2907,923203100,120,RM,4500,Pave,1,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1.0,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,1,443.0,0,Gd,1,1,Gd,No,GLQ,1201.0,Unf,0.0,36.0,1237.0,GasA,1,1,1,1337,0,0,1337,1.0,0.0,2,0,2,1,0,5,Typ,0,1,2.0,405.0,1,0,199,0,0,0,No,0,3,2006,WD ,153500,8,8,64,11.941455846009388,4,36,144
1013,1003,527145090,120,RL,5070,Pave,0,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1.0,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0,0.0,1,TA,1,1,TA,Mn,Unf,0.0,Unf,0.0,1280.0,1280.0,GasA,1,1,1,1280,0,0,1280,0.0,0.0,2,0,2,1,1,5,Typ,0,1,2.0,506.0,1,0,82,0,0,144,No,0,8,2008,WD ,180000,16,16,256,12.100712129872347,16,64,1024
1014,1667,527404050,20,RL,7920,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,1,32.0,0,TA,0,0,TA,No,ALQ,81.0,GLQ,619.0,214.0,914.0,GasA,1,1,1,914,0,0,914,0.0,0.0,1,0,3,1,1,5,Typ,0,1,1.0,368.0,1,120,0,0,0,0,No,0,10,2007,WD ,133000,37,5,185,11.79810440720389,4,25,100
1016,921,909276110,70,RL,7500,Pave,0,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.0,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,BLQ,547.0,Unf,0.0,224.0,771.0,GasA,0,1,1,753,741,0,1494,0.0,0.0,1,0,3,1,1,7,Typ,2,1,1.0,213.0,0,0,0,0,0,224,No,0,11,2009,WD ,177500,67,59,3953,12.086725887897607,1,36,36
1018,746,903234220,50,RM,6120,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,Fa,No,LwQ,273.0,Unf,0.0,679.0,952.0,GasA,0,1,0,994,588,0,1582,0.0,0.0,2,0,3,1,0,6,Typ,1,0,1.0,250.0,1,189,0,34,150,0,No,0,2,2009,WD ,150000,71,59,4189,11.918390573078392,0,25,0
1035,2884,911370430,120,RM,5748,Pave,0,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1.0,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,1,473.0,1,TA,1,1,TA,Gd,GLQ,1573.0,Unf,0.0,0.0,1573.0,GasA,1,1,1,1778,0,0,1778,2.0,0.0,2,0,2,1,1,5,Typ,1,1,2.0,495.0,1,123,53,0,0,153,No,0,2,2006,New,375000,1,0,0,12.834681304952548,16,64,1024
1037,531,528488100,20,FV,7500,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,GLQ,410.0,Unf,0.0,811.0,1221.0,GasA,1,1,1,1221,0,0,1221,1.0,0.0,2,0,2,1,1,6,Typ,0,1,2.0,400.0,1,0,113,0,0,0,No,0,10,2009,WD ,185000,5,4,20,12.128111104060462,16,49,784
1039,2508,533212110,160,FV,2544,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2.0,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,1,1,1,520,623,80,1223,0.0,0.0,2,1,2,1,1,4,Typ,0,0,2.0,480.0,1,0,166,0,0,0,No,0,7,2006,WD ,147400,1,1,1,11.900905258737373,16,49,784
1040,573,533223030,160,FV,3768,Pave,1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2.0,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,1,218.0,1,TA,1,1,TA,No,GLQ,549.0,Unf,0.0,142.0,691.0,GasA,1,1,1,713,739,0,1452,1.0,0.0,2,1,3,1,1,6,Typ,0,0,2.0,506.0,1,0,34,0,0,0,No,0,9,2009,WD ,156000,10,10,100,11.957611286231675,16,49,784
1043,1083,528228445,120,RL,3182,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,1,14.0,1,TA,1,1,Gd,No,GLQ,16.0,Unf,0.0,1330.0,1346.0,GasA,1,1,1,1504,0,0,1504,0.0,0.0,2,0,2,1,1,7,Typ,1,1,2.0,437.0,1,156,20,0,0,0,No,0,5,2008,WD ,191000,3,2,6,12.160028707028767,16,49,784
1049,2144,907227100,20,RL,7200,Pave,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.0,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,0,0.0,0,Gd,0,0,TA,No,Rec,385.0,Unf,0.0,0.0,385.0,GasA,1,1,1,875,0,0,875,0.0,0.0,1,0,3,1,1,5,Typ,0,0,2.0,728.0,1,352,0,0,0,0,No,0,10,2007,WD ,117000,35,1,35,11.669929213779893,4,16,64
1050,2697,903456090,190,RM,6780,Pave,1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,Fa,0,0,TA,Av,GLQ,490.0,Unf,0.0,30.0,520.0,GasA,1,0,1,520,0,234,754,1.0,0.0,1,0,2,1,0,5,Typ,0,0,0.0,0.0,0,53,0,0,0,0,No,0,6,2006,WD ,84500,71,24,1704,11.344506813345266,1,36,36
1058,470,528228295,120,RL,3635,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,1,130.0,1,TA,1,1,TA,No,ALQ,988.0,Unf,0.0,398.0,1386.0,GasA,1,1,1,1569,0,0,1569,0.0,1.0,2,0,1,1,1,7,Typ,1,1,3.0,660.0,1,143,20,0,0,0,No,0,5,2009,WD ,175900,2,2,4,12.077670930725649,16,49,784
1063,742,903231030,50,RM,6120,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,1,1,1,989,584,0,1573,0.0,0.0,1,0,3,1,1,6,Typ,0,0,1.0,240.0,1,0,0,54,0,120,No,0,7,2009,WD ,133000,74,14,1036,11.79810440720389,4,16,64
1066,1630,527165170,60,RL,7655,Pave,0,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2.0,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,0,0.0,0,TA,1,1,TA,No,Unf,0.0,Unf,0.0,903.0,903.0,GasA,1,1,1,910,732,0,1642,0.0,0.0,2,1,3,1,0,7,Typ,1,1,2.0,392.0,1,290,84,0,0,0,No,0,7,2007,WD ,168000,14,13,182,12.031719258385396,4,36,144
1068,1626,527162140,60,RL,7500,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2.0,6,5,1999,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,1,1,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,1,1,1,957,1342,0,2299,0.0,0.0,3,1,5,1,0,7,Typ,1,1,2.0,482.0,1,188,30,0,0,0,No,0,8,2007,WD ,204000,8,4,32,12.225875272826354,4,36,144
1071,1835,533205110,120,FV,4379,Pave,0,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1.0,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,TA,1,1,TA,Av,GLQ,851.0,Unf,0.0,527.0,1378.0,GasA,1,1,1,1378,0,0,1378,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,540.0,1,160,56,0,0,0,No,0,7,2007,WD ,214000,3,3,9,12.273731294003989,16,64,1024
1072,2675,903229040,190,RM,7800,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,1,TA,Mn,Rec,507.0,Unf,0.0,286.0,793.0,GasA,0,1,1,793,325,0,1118,1.0,0.0,1,0,3,1,0,5,Typ,1,0,2.0,410.0,1,0,0,0,0,271,MnPrv,0,5,2006,WD ,119900,67,56,3752,11.694413341015606,1,25,25
1074,1963,535452060,20,RL,7000,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,1,45.0,0,TA,0,0,TA,No,Rec,588.0,Unf,0.0,422.0,1010.0,GasA,1,1,1,1134,0,0,1134,0.0,0.0,1,0,2,1,0,6,Typ,0,1,1.0,254.0,1,0,16,0,0,0,MnWw,0,4,2007,WD ,135000,47,5,235,11.813030057420567,1,25,25
1077,1305,902205140,20,RM,6000,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.0,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,1,1,1,901,0,0,901,0.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,281.0,1,0,0,0,0,0,No,0,8,2008,WD ,107900,54,8,432,11.588960151246226,1,16,16
1078,2014,903231090,50,RM,6240,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,6,5,1938,1950,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,0,0,TA,No,LwQ,52.0,Unf,0.0,809.0,861.0,GasA,1,1,1,861,548,0,1409,1.0,0.0,1,1,3,1,0,6,Typ,1,0,2.0,528.0,1,225,0,84,0,0,No,0,3,2007,WD ,126000,69,57,3933,11.744037185933616,1,36,36
1087,1332,903225050,45,RM,6130,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,ALQ,784.0,Unf,0.0,0.0,784.0,GasA,1,1,1,784,0,0,784,1.0,0.0,1,0,2,1,1,5,Typ,0,0,0.0,0.0,1,0,0,116,0,0,No,0,5,2008,WD ,109500,84,58,4872,11.603679828238693,4,25,100
1088,709,902205010,30,RM,5925,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.0,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,No,No,No,0.0,No,0.0,0.0,0.0,GasA,0,0,0,612,0,0,612,0.0,0.0,1,0,1,1,0,4,Typ,0,0,1.0,308.0,0,0,0,25,0,0,No,0,10,2009,WD ,45000,69,59,4071,10.714417768752456,0,4,0
1092,2704,904302020,30,RL,5220,Pave,0,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.0,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,830.0,830.0,GasA,1,1,1,879,0,0,879,0.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,180.0,0,0,108,0,0,0,No,0,1,2006,WD ,80000,70,56,3920,11.289781913656018,1,25,25
1095,2714,905107070,60,RL,7844,Pave,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2.0,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,1,203.0,0,TA,0,0,TA,No,ALQ,209.0,Unf,0.0,463.0,672.0,GasA,0,1,1,672,728,0,1400,0.0,0.0,1,1,3,1,0,6,Typ,1,1,2.0,440.0,1,0,0,0,0,0,No,0,3,2006,WD ,149500,28,28,784,11.915051671812877,0,36,0
1103,2521,533253090,120,RL,3874,Pave,0,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1.0,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,1,TA,0,1,TA,Gd,GLQ,807.0,Unf,0.0,419.0,1226.0,GasA,0,1,1,1226,0,0,1226,1.0,0.0,1,0,1,1,1,4,Typ,1,1,2.0,484.0,1,133,78,0,0,0,No,0,7,2006,WD ,190000,26,26,676,12.154779351142624,9,64,576
1111,2692,903452090,70,RM,7518,Pave,1,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2.0,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,0,0.0,0,Gd,0,0,Fa,No,Unf,0.0,Unf,0.0,396.0,396.0,GasA,1,1,1,665,665,0,1330,0.0,0.0,1,0,3,1,0,7,Typ,0,0,1.0,390.0,0,0,72,45,0,0,MnPrv,0,7,2006,WD ,116500,96,2,192,11.665646551987892,1,25,25
1114,1634,527184020,120,RL,4740,Pave,0,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1.0,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,0,0.0,1,TA,0,1,TA,Gd,GLQ,248.0,Unf,0.0,918.0,1166.0,GasA,1,1,1,1179,0,0,1179,1.0,0.0,2,0,2,1,0,5,Typ,0,1,2.0,480.0,1,0,108,0,0,135,No,0,10,2007,WD ,182000,19,19,361,12.111761966058932,9,64,576
1115,1974,902100010,30,RM,6978,Pave,1,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.0,5,7,1926,1980,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,Gd,0,0,TA,No,Unf,0.0,Unf,0.0,850.0,850.0,GasA,0,1,1,960,0,0,960,0.0,0.0,1,0,2,1,0,5,Typ,0,0,2.0,576.0,1,0,0,116,0,0,No,0,4,2007,WD ,103000,81,27,2187,11.542484267211773,1,25,25
1118,1683,527455030,120,RL,2304,Pave,1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1.0,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,1,TA,No,GLQ,632.0,Unf,6.0,423.0,1061.0,GasA,0,1,1,1055,0,0,1055,0.0,0.0,2,0,2,1,0,4,Typ,0,1,1.0,319.0,1,108,32,0,0,0,No,0,4,2007,WD ,142500,29,29,841,11.867097278690842,1,49,49
1119,2199,909251030,30,RL,7223,Pave,1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.0,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,0,0.0,0,TA,1,0,TA,Mn,BLQ,319.0,Unf,0.0,971.0,1290.0,GasA,0,1,1,1422,0,0,1422,0.0,0.0,1,0,3,1,0,6,Typ,0,0,1.0,352.0,1,0,0,64,0,0,MnPrv,0,4,2007,WD ,136500,81,57,4617,11.824079893607152,0,25,0
1120,2789,907230240,160,RH,3612,Pave,0,Lvl,AllPub,Inside,Gtl,Landmrk,Norm,Norm,Twnhs,2.0,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,1,1,TA,No,GLQ,338.0,Unf,0.0,292.0,630.0,GasA,1,1,1,630,690,0,1320,0.0,0.0,2,1,3,1,0,5,Typ,0,0,2.0,484.0,1,0,48,0,0,0,MnPrv,0,6,2006,WD ,137000,13,12,156,11.827736204810263,4,36,144
1130,2911,923225260,160,RM,3964,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2.0,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,0,1,TA,No,ALQ,837.0,Unf,0.0,105.0,942.0,GasA,1,1,1,1291,1230,0,2521,1.0,0.0,2,1,5,1,0,10,Maj1,1,1,2.0,576.0,1,728,20,0,0,0,GdPrv,0,6,2006,WD ,151400,33,33,1089,11.927680619985486,4,36,144
1137,1846,533221060,160,FV,2117,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2.0,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,1,216.0,1,TA,1,1,TA,No,GLQ,417.0,Unf,0.0,339.0,756.0,GasA,1,1,1,769,804,0,1573,0.0,0.0,2,1,3,1,1,4,Typ,0,0,2.0,440.0,1,0,32,0,0,0,No,0,9,2007,WD ,177000,7,7,49,12.083905011555967,16,36,576
1144,2684,903235020,30,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.0,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,0,0.0,0,TA,0,0,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,1,1,1,616,0,0,616,0.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,205.0,1,0,0,129,0,0,No,0,6,2006,WD ,89000,85,56,4760,11.396391648714276,1,25,25
1150,1844,533213140,160,FV,3230,Pave,1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2.0,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,1,1129.0,0,TA,1,1,TA,No,GLQ,419.0,Unf,0.0,310.0,729.0,GasA,1,1,1,729,729,0,1458,0.0,0.0,2,1,2,1,0,5,Typ,1,0,2.0,440.0,1,0,32,0,0,0,No,0,6,2007,WD ,176000,8,8,64,12.078239274020289,4,36,144
1153,399,527405160,20,RL,6960,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,0,0.0,0,TA,0,0,TA,No,ALQ,375.0,BLQ,239.0,250.0,864.0,GasA,0,1,1,864,0,0,864,0.0,0.0,1,0,3,1,1,5,Typ,0,0,2.0,660.0,1,96,0,0,0,0,No,500,11,2009,WD ,120500,39,39,1521,11.699405031912846,1,16,16
1155,1605,923277030,20,RL,6600,Pave,1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.0,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,Gd,0,0,TA,No,ALQ,641.0,Unf,0.0,175.0,816.0,GasA,1,1,1,816,0,0,816,0.0,1.0,1,0,3,1,1,5,Typ,1,1,1.0,264.0,1,0,0,0,0,0,MnPrv,0,10,2008,WD ,130500,26,0,0,11.779128505744886,9,25,225
1167,2436,528250060,60,RL,7875,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2.0,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,1,1,1,807,702,0,1509,0.0,0.0,2,1,3,1,1,8,Typ,1,1,2.0,393.0,1,0,75,0,0,0,No,0,7,2006,WD ,180000,3,3,9,12.100712129872347,16,49,784
1168,1607,923277080,20,RL,6600,Pave,1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.0,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,0,0.0,0,TA,0,0,TA,No,GLQ,638.0,Unf,0.0,207.0,845.0,GasA,1,1,1,845,0,0,845,0.0,0.0,1,0,3,1,1,6,Typ,0,1,1.0,264.0,1,0,0,0,0,0,No,0,7,2008,WD ,134500,26,3,78,11.809319478024031,4,25,100
1171,419,527455240,20,RL,7150,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,1,60.0,0,TA,0,0,TA,No,BLQ,432.0,Unf,0.0,460.0,892.0,GasA,0,1,1,892,0,0,892,0.0,0.0,1,0,3,1,0,5,Typ,0,1,1.0,288.0,1,0,0,0,0,0,GdWo,0,7,2009,WD ,100000,42,42,1764,11.512925464970229,0,25,0
1174,469,528228290,120,RL,3684,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,1,130.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,1373.0,1373.0,GasA,1,1,1,1555,0,0,1555,0.0,0.0,2,0,2,1,1,7,Typ,1,1,3.0,660.0,1,143,20,0,0,0,No,0,6,2009,WD ,174000,2,2,4,12.066810578196666,16,49,784
1175,1365,903456130,50,RM,7006,Pave,1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,0,0.0,0,TA,1,0,TA,No,Rec,121.0,Unf,0.0,647.0,768.0,GasA,0,1,1,788,448,0,1236,1.0,0.0,2,0,3,1,0,6,Typ,1,0,1.0,384.0,1,0,0,0,0,0,MnPrv,0,8,2008,WD ,127000,83,58,4814,11.751942365440728,0,36,0
1177,711,902206260,30,RM,5784,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.0,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,190.0,190.0,GasA,1,1,0,886,0,0,886,0.0,0.0,1,0,2,1,0,4,Typ,0,1,1.0,273.0,1,144,20,80,0,0,No,0,12,2009,WD ,91300,71,13,923,11.421906066583059,1,25,25
1184,1146,531450090,20,RL,7153,Pave,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.0,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,1,88.0,0,TA,0,1,TA,No,GLQ,1200.0,Unf,0.0,78.0,1278.0,GasA,1,1,1,1294,0,0,1294,1.0,0.0,2,0,3,1,1,6,Typ,0,1,2.0,496.0,1,112,51,0,0,0,GdWo,0,6,2008,WD ,179200,17,17,289,12.096257779522967,9,36,324
1188,1405,905403060,50,RL,5190,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,0,1,1,617,462,0,1079,0.0,0.0,1,0,2,1,0,5,Typ,1,1,1.0,249.0,1,135,0,0,0,0,No,0,1,2008,WD ,125600,60,58,3480,11.740857533016236,0,49,0
1190,1986,902205130,30,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,0,0.0,0,TA,1,0,TA,No,ALQ,250.0,Unf,0.0,710.0,960.0,GasA,1,1,0,960,0,0,960,0.0,0.0,1,0,2,1,0,5,Typ,0,0,1.0,308.0,1,0,0,168,0,0,No,0,7,2007,WD ,108500,87,57,4959,11.594505451962652,1,16,16
1196,2285,923225050,120,RM,4224,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1.0,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,1,1,TA,No,ALQ,874.0,Unf,0.0,268.0,1142.0,GasA,0,1,1,1142,0,0,1142,1.0,0.0,1,1,3,1,0,6,Typ,1,1,2.0,528.0,1,536,90,0,0,0,MnPrv,0,8,2007,WD ,134000,31,31,961,11.805595078933049,1,25,25
1203,1299,902136110,50,RM,5914,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,1,1,1,684,396,0,1080,0.0,0.0,1,0,3,1,1,5,Typ,0,0,0.0,0.0,0,0,165,30,0,0,No,0,9,2008,WD ,95000,118,12,1416,11.461632170582678,4,25,100
1205,2470,528488130,20,FV,7200,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,Gd,No,Unf,0.0,Unf,0.0,1293.0,1293.0,GasA,1,1,1,1301,0,0,1301,1.0,0.0,2,0,2,1,1,5,Typ,1,1,2.0,572.0,1,216,121,0,0,0,No,0,8,2006,New,187750,0,0,0,12.142866569626381,16,49,784
1211,2027,903426010,70,RM,5700,Pave,0,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2.0,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,0,0.0,0,TA,0,0,TA,No,Rec,336.0,Unf,0.0,336.0,672.0,GasA,1,0,0,672,672,0,1344,1.0,0.0,1,1,3,1,1,6,Typ,1,1,2.0,456.0,1,0,0,70,0,0,GdPrv,0,9,2007,WD ,140000,78,17,1326,11.84939770159144,4,49,196
